,Transcription,Emotion
8415,"[garbage] I know, I know, I know, we'll figure it out.  Right?  [garbage] it is going to be so much fun.",exc
8416,That happens. That happens at time,xxx
8417,yeah.,xxx
8418,It's going to be ridiculous.  It's going to be so cool.,exc
8419,"You can't make fun of me because I'm not going to school, though, because I'm going to be working though.",exc
8420,I'm not going to make fun of you.,xxx
8421,I'll have to make money and support us.,xxx
8422,"[LAUGHTER] Oh, I'm going to be working too, I mean.",exc
8423,"Well, yeah, of course, but you're going to be working on your school stuff too, and partying that takes up a lot of time, right, especially at U.S.C., I hear it's a big party college.",xxx
8424,I- I hear the same.,exc
8425,Woo- I I do.,exc
8426,"I don't know how I feel about that, but-",exc
8427,I know exactly how you feel about that. I think you feel really excited about it.  I know you are. I can tell. I know you.,exc
8428,oh yeah.,exc
8429,oh yeah.,exc
8430,You're a wild and crazy woman.,exc
8431,"[LAUGHTER] Oh, it'll be awesome, that's for sure.",exc
8432,"Uh huh, it will be awesome.",exc
8433,Better than if I'd picked up and moved to Boston.,exc
8434,"Oh, man, I'd have been so mad at you.  I'd have been so mad at you, because, what could I have done,",xxx
8435,"living near the U.S.C. campus by myself, not going to school there. just really pathetic and sad.",exc
8436,[LAUGHTER] by yourself.,exc
8437,you'd be that kid,exc
8438,"living near campus, and not going to school.",exc
8439,"Exactly.  Mooching off of all like the college experiences, that would've been me but you have saved me from that disaster. Thank you. Thank you very much.",exc
8440,[LAUGHTER],exc
8441,"Oh, it's going to be so much fun.",exc
8442,yeah.,exc
8443,"Well, congratulations. and to me too, because now I get to-have-",exc
8444,We should go apartment shop-er-hunting.,exc
8445,That's a good idea.,exc
8446,Let's go tomorrow.,exc
8447,"Tomorrow, tomorrow, tomorrow-",exc
8448,yeah.,exc
8449,"Good.  We'll have to have one soon, you're going to have to go to school in a couple of months.",exc
8450,Woo-,exc
8451,"Oh God, it's awesome... There's going to be tons of places. [garbage]",exc
8452,exciting.,exc
8453,"Hi, sir.  How can I help you?",neu
8454,"Oh, thank God.  Do you know how long I've been on the phone for half an hour trying to talk to a freaking human being.",fru
8455,"All I want to do is put my, pay for my freaking credit card, and there's something wrong in my bill, Like I swear, it says I didn't paid last month, but I know I paid last month.",fru
8456,Okay.,neu
8457,"I put- I've been typing my number in millions of times, it won't listen to me, it's not working, and I can't get a single human being, and finally-",fru
8458,"you are a real human being.  Thank you very, very much.",xxx
8459,"[LAUGHTER] All right.  I'm sorry, sir that you've been having a hard time.",neu
8460,"This is ridiculous.  I- I seriously, I don't understand why you think these automated systems are supposed to like work for anybody.  They have never, ever work for me.",ang
8461,"I kwon, it is ridiculous",neu
8462,"yeah, I understand.",neu
8463,"Can you like talk to somebody about this, can you like can you tell them that this is ridiculous and can they change it from now on, is there a phone number you have that I can call that will like automatically be talking to somebody a human being.",ang
8464,Uh- when's when's-,neu
8465,Sir-,fru
8466,"If yeah, well if you just slow down we'll um, we'll definitely have your problem solved and after we have your problem solved, then I can transfer you to a manager, someone who can you know, you can voice your complaint to, who will be able to something about it.",neu
8467,"Well, okay ,well First off, fine, fine, fine.  Let's see, first off, um- yeah my bill's wrong.",fru
8468,"Like I know I paid last month, but it hasn't been paid and you charged me a late fee.",ang
8469,"Okay, so where?, okay, all right, so where did you uh- locate your your bill?",neu
8470,I got it in the mail.,fru
8471,In the mail?,neu
8472,yeah,fru
8473,"So is it, is- is it at all possible that maybe this statement is just old and that the transaction hadn't been processed yet?",neu
8474,"Well, when I look online, it says, it says that I was charged a late fee so I'm assuming that I paid on your web site-",fru
8475,Okay.,neu
8476,"like I paid right through your own company before my due date but it's still and it even shows my payment there, and then it charged me the late fee afterwards.",fru
8477,Okay.,neu
8478,All right. I-,xxx
8479,"Okay so, I'll just look it up and you know see what's going on, maybe we can...",neu
8480,Okay.,fru
8481,if I call it up on the screen.,neu
8482,"Okay, great, go ahead.",neu
8483,"So in the database, it looks as though um, there is a there is like a glitch in the transaction where it hadn't gone through before, but I do see that you paid the, what can you tell me the amount, what was the amount?",neu
8484,It was one ninety eight sixty three. I paid the minimum.,fru
8485,"Okay, I do see that on here, and it says that um, it had some trouble clearing for some reason.  And I think that was the problem on our end.  So um-",neu
8486,Wow.  I can't believe you're actually admitting to having a problem on your end.  That's a first.,xxx
8487,"Well you know sometimes-- just with online transactions, things happens. so um-",neu
8488,"No, No, No, I am grateful.",neu
8489,Absolutely.,xxx
8490,"Yeah, we- Somebody went in and- and cleared the problem and it looks like you're all paid.",neu
8491,Did they take-,neu
8492,"You do the direct the direct it um- it's taking right out of your bank account, correct?",neu
8493,"Yes, yes, exactly.",neu
8494,Yeah so- That --that did go through.,neu
8495,Are you taking the late fee off of my account then?,neu
8496,"Um- I can try to do that for you, certainly.",neu
8497,Because I paid it on time.,fru
8498,"Right, right, and since--yeah, since it was just a computer glitch, then that's that should be cleared up as well.  So I'm going to go ahead and try and put that into the computer.  And if for some reason you notice on your statement in a few days that you've been charged and an overdue fee, then you should just call back and we'll have that.",neu
8499,Right.,neu
8500,"Yeah, but if I call back, I'll have to go through this whole rigmarole again. and try to get a hole or someone.",fru
8501,Well I'll give you my direct line and my number so you can- you can  get directly to me.,neu
8502,Really?,sur
8503,yeah.,neu
8504,"That would be wonderful, that would be great seriously.",hap
8505,No problem.,neu
8506,"thank you, what's the number?",hap
8507,ahh one eight hundred three two three,neu
8508,three two three,neu
8509,six four nine four,neu
8510,"six four nine four. That would be so great, thank you so much.",hap
8511,You're welcome,neu
8512,oh.,xxx
8513,I'm sorry that it was an inconvenience.,neu
8514,"It was horrible, but you've made it much better, thank you very much. Absolutely",hap
8515,I am glad.,xxx
8516,Have a good day.,neu
8517,"You too, thank you so much, have a wonderful day.",hap
8518,bye bye,neu
8519,bye,xxx
8520,What's he going to say? Maybe we should tell him before he sees it.,sad
8521,He saw it.,sad
8522,How could he see it?  I was the first one up.  He was still in bed.,xxx
8523,He was out here when it broke.,sad
8524,When?,xxx
8525,"Around Four this morning, and there was a crack and I looked out.  We're standing right there when I cracked.",sad
8526,What was he doing out here at four in the morning?,xxx
8527,I don't know.  but When it cracked he ran back into the house and start to cry in the kitchen.,sad
8528,Did you talk to him?,sad
8529,No.  I figured it was best to leave him alone.,sad
8530,He cried hard.,sad
8531,I could hear him right through the floor of my room.,sad
8532,He is thinking about him again.,sad
8533,"It's getting just like after Larry died, he's having dreams, he's walking around at night.",sad
8534,"I guess, he is.",sad
8535,What's the meaning of that?,sad
8536,I don't know the meaning of it.  But I know one thing mom did.  We made a terrible mistake with dad.,sad
8537,What?,xxx
8538,Being dishonest with him.  It's the kind of thing that pays off and now it's paying off.,sad
8539,"What do you mean, dishonest?",xxx
8540,"You know that Larry's not coming back, and I know it.  So why do we go on letting him think that we believe with him?",sad
8541,"What are you going to do, argue with him?",xxx
8542,"No um, I don't want to argue with him, but it's time we realized that nobody else believes that Larry is alive.",fru
8543,"Why shouldn't he dream about him, walk around during the night, looking for him um.  Do we contradict him?  Do we say outright that we don't have any hope anymore, that we haven't had any for years now?",fru
8544,You can't just say that to him.,xxx
8545,We have to say it to him!,fru
8546,"How are you going to prove it, I mean, there's no body and there's no grave.  So what are you going to do? Do you have proof?",xxx
8547,"For God's sake, mom, three years.  Nobody comes back after three years!  It's insane!",ang
8548,"To you it is, and to me, but not to your father.  Now look, you can talk yourself  blue in the face, but there's no body, and there's no grave, so where are you?",fru
8549,"Sit down, mom.  I want to talk to you.",fru
8550,"The trouble with the god damned newspapers, I mean every week, they do a story about some boy's been gone longer than Larry and he comes back, so the next one is gonna--",xxx
8551,"All right, All right mom.  Listen!",fru
8552,"You know why I asked Annie here, don't you?",sad
8553,why?,xxx
8554,You know.,fru
8555,Well I got an idea.  But what's the story?,neu
8556,I'm going to ask her to marry me.,neu
8557,"Well that's nobody's business but yours, Chris.",xxx
8558,You know that's not just my business.,fru
8559,"What- What am - what are you going to do, I mean you're old enough to make up your own mind?",xxx
8560,So it's all right.  I can go ahead with it then?,fru
8561,Well you're want to make sure your father isn't you know going to--lose them,xxx
8562,Then it's not only my business.  Sometimes you infuriate me.  You know that?,xxx
8563,"You know that?  Isn't it your business too, if I tell dad, and he gets, throws a fit about it?   you have such a talent for ignoring things!",xxx
8564,I ignore what I got to ignore.  The girl is Larry's girl.,fru
8565,She's not Larry's girl!,xxx
8566,"As far as your father is concerned, he's not dead and you've no right to take his girl.",xxx
8567,"Now Chris you can go on from there, but I don't know what to do.  I mean do you know what to do, because I don't.",fru
8568,"I don't know why it is.  But every time I reach out for something I want, I have to pull back because other people will suffer.  My whole bloody life, time after time, after time.",fru
8569,"Well you're a considerate fellow, there's nothing wrong with that.",neu
8570,To hell with that!,ang
8571,Have you asked Annie yet to marry you?,neu
8572,I want to get this settled first.,xxx
8573,"Well how did you know that she will go along with it, I mean maybe she feels the same way as your father?",neu
