avaliacao,twet,class_label
negative, 2nd time flying jetblue this year and my armrest tv controller doesn't work agian!!and that's the main reason i fly jetblue 😔😓😤,-1
negative,"it's on me, ! that's not what you said last night, though... :(",-1
negative,  the two of you should team up to serve cinnabons on the flights!!!! ,-1
positive, anything for you.  ,1
negative, hey you guys remembered lol! but now my bos flights delayed... and turn the heat down in t5 it feels hotter than pr.,-1
positive, thanks,1
neutral, celebrates 15-year anniversary with new livery -  ,0
negative," spoken to 2 reps. once i'm allowed to check my bag and through the tsa checkpoint, i guarantee i will be talking to someone.",-1
negative, and the 20min line i stood in to drop my bag off?,-1
positive, credit to you for replying.  i’ll look forward to hopefully one of those 103 on my flight home tonight :),1
positive," great flight, as always! thank you to the great crew on flight 475!  ",1
negative," got txt  40min after sched dpt, saying plane had just arrived @ jfk. late flightr txt w/ dpt gate change. then 9:04 dpt for 7:40 flight.",-1
negative, i was not allowed to drop my bag off for my flight that i was running 10min late flight for. turns out it left over an hour late flight.,-1
positive, you're killing me now. :-) you got me!  ,1
negative, my son left his ipad on flight 1401 from jfk to fll on monday. i called and left message and have no heard back. seat 25a.,-1
positive,. 4 min response time. i'm impressed! i'm in. it's official.  :-)   jetblue gets social.,1
positive, thanks for listening. doesn't mean i don't appreciate you!,1
negative, all taken care of .... other then the dropped call and the total half hour wait  ,-1
positive, thank you for incredible customer svc from gate to flight. mint experience is magic.,1
positive,thanks . next up we will see how the slog from jfk to the city goes!,1
neutral, social media takes flight with fly  - what brand lesson can we learn?     ,0
neutral, lekvhg want to see what the cost would be to change to the 430 flight,0
negative," you stood me up last night, but i'm giving you a second chance. i'm just a boy, tweeting an airline, asking them to fly him home.",-1
negative, waited for 15 min then got disconnect,-1
positive, and a huge thanks to the crew on flight 1348 who flew in to dca from sju monday night in the snow so we could have a plane!!!,1
negative, is i can't make changes on the website am i still charged 25 dollars for using phone,-1
positive," planning on it!  btw, excellent service and crew from dca through sju into sxm!!!!!",1
positive," why yes, yes it does!!!!  great trip down!! thanks for the lift!!!!",1
positive, hotspot free wifi makes me happy.  ,1
negative, your agents at iad have compounded this problem by not making any announcements ,-1
negative," just a heads up, this page no longer exists ",-1
neutral, deal!,0
neutral,  i think we'll need a selfie as proof...,0
negative,  wonder if that's the pilot tweeting you back? is it legal to tweet and fly? what if the plane in front stops suddenly?,-1
positive," gorgeous day, hope the flight back tomorrow am is just as pleasant! thanks",1
negative, they say they have no update. i don't work i don't get paid.  jet blue has my money but no flight. argh!,-1
negative, no news here at the gate. what are my options?,-1
positive, it's okay...i'm actually a tea kinda guy anyway. thanks!,1
negative, well i'm glad i got up at 5 am so i can sit in an airport.  no place else i'd rather be (not),-1
negative,  no ... i am guessing i have to call someone,-1
negative, why 730 and not 645 as scheduled?,-1
negative,  iad to jfk still hasn't boarded. what's today's excuse and how am i gonna get to work?,-1
negative, why is t that every time i fly jfk even more speed doesn't work waiting for 10 min ,-1
neutral, can i change my flight if i already printed my boarding pass?,0
positive, its always a pleasure ☺️,1
positive, this is lovely!,1
neutral, dumps amex - nassau news live ,0
neutral,"  drops a new video off the upcoming project , produced by yponthebeat  rt",0
neutral, to end partnership with american express -  ,0
neutral, marks 15th birthday with 'blumanity' paint job -  (blog) ,0
neutral,'s ceo battles to appease passengers and wall street -  ,0
neutral," change in the air for travelers, investors -  ",0
positive, finally taking off! las-fll-sju ,1
neutral, anywhere warm cause its freezing in nyc,0
negative," clients got zero, in 32 years career never thought this was possible.2 suitcases worth thousands of $$ in italian clothing robbed.",-1
neutral,", flights 1970, 1366, and 1552 will fly over after 1 am on your way into  - mind taking ocean approach so we can sleep?",0
negative, not to mention the fact that we paid extra just to fly jetblue thinking it was the most reliable..,-1
negative, we even went to the airport and were on the phone for hrs and no help at all. everyone said different things.,-1
negative, people kept saying it was due to weather but there were flights going directly to boston even after our flight.,-1
negative, i understand but everyone said different things and there was a flight out late flightr that night but only one of us got to take it,-1
negative," disappointed that my flight back to boston from pr was cancelled flightled,rebooked 4 the next day,delayed that one too, and no compensation",-1
positive," great trip today!  thanks to the crew flying us home, they were fantastic! ",1
neutral, celebrates 15-year anniversary with new livery - digital journal ,0
positive, awe you guys are great can't wait to travel with you again soon!!!,1
positive, yes! announced we will take off. you're on it! thank you!,1
positive," also, thanks for your prompt replies. i'm really impressed--and you're not just brushing me off. much appreciated!",1
neutral," what about if i booked it through orbitz? my email is correct, but there's a middle party.",0
positive, it's been a while since i've angry tweeted an airline. apparently you read my mind before i could bitch. thank you for the credit.,1
neutral, it was at jfk airport right now,0
neutral, that's pretty nice. are flight credits automatically given after the flight? i also wish there were a lounge i could sleep in.,0
positive,"'s  email was on point &amp; so clever! thanks for being amazing, !  ",1
negative," she claimed that she did, but i was not happy with the way i was treated.",-1
negative," ripped my suitcase. i then was yelled at with attitude from geraldine, your employee at the baggage center.worst airline= ",-1
negative," shout out to the crew on flight 89 headed back to the big apple, they kept my glass half full the whole flight! ",-1
